iter	Logloss
558	0.5694558087
559	0.5694167635
560	0.5693655253
561	0.5693362519
562	0.5693072405
563	0.5692637471
564	0.5692443524
565	0.5691830411
566	0.5691622814
567	0.5691176184
568	0.5690764662
569	0.5690597669
570	0.5690279067
571	0.5689932568
572	0.5689470594
573	0.5689013671
574	0.5688471166
575	0.568796681
576	0.5687562033
577	0.5687053659
578	0.5686611716
579	0.5686557913
580	0.56862725
581	0.5685977299
582	0.5685756609
583	0.5685512231
584	0.5685041534
585	0.5684558419
586	0.5684100626
587	0.5683662436
588	0.5683260932
589	0.5682859219
590	0.5682415954
591	0.5682249503
592	0.5681906355
593	0.5681454834
594	0.5681218315
595	0.5680764896
596	0.568033596
597	0.5680049347
598	0.5679505726
599	0.5679222608
600	0.5678861873
601	0.5678544345
602	0.567820743
603	0.5677949105
604	0.5677391224
605	0.5677105154
606	0.5676725863
607	0.5676419547
608	0.5676168068
609	0.5675719853
610	0.5675328945
611	0.5675004961
612	0.5674796454
613	0.5674423161
614	0.5673822215
615	0.5673490129
616	0.5673201798
617	0.5672735584
618	0.5672300362
619	0.5671795588
620	0.5671476217
621	0.567087923
622	0.5670531223
623	0.5670444587
624	0.5670100292
625	0.5669684019
626	0.5669245468
627	0.5668928178
628	0.5668621447
629	0.5668215814
630	0.5667755905
631	0.5667303941
632	0.5666935475
633	0.5666645153
634	0.5666511682
635	0.5666145398
636	0.5665844624
637	0.5665443382
638	0.5665110824
639	0.5664497645
640	0.5664138899
641	0.5663603613
642	0.5663165516
643	0.5662544614
644	0.5662257472
645	0.5661859345
646	0.5661320924
647	0.5661007224
648	0.5660616605
649	0.5660308646
650	0.5659886807
651	0.5659488206
652	0.565914249
653	0.5658668977
654	0.565828416
655	0.5658247438
656	0.5658028577
657	0.5657572165
658	0.5657305556
659	0.5656878052
660	0.565631918
661	0.5656026392
662	0.5655733073
663	0.5655385392
664	0.565505889
665	0.5654751136
666	0.5654519276
667	0.5653997711
668	0.565336997
669	0.56529937
670	0.5652830123
671	0.5652550314
672	0.5652267726
673	0.5651833822
674	0.5651599216
675	0.5651282603
676	0.5651022394
677	0.5650448849
678	0.5650095708
679	0.5649706628
680	0.5649458163
681	0.5649066608
682	0.5648625838
683	0.5648285589
684	0.5647936794
685	0.5647566308
686	0.5647372326
687	0.5646939342
688	0.5646594348
689	0.5646160143
690	0.5645850144
691	0.564532877
692	0.5645062002
693	0.5644683023
694	0.5644522178
695	0.5644119712
696	0.5643566807
697	0.5643376492
698	0.5642981069
699	0.5642897346
700	0.5642759233
701	0.5642296419
702	0.5642113746
703	0.564188996
704	0.5641348318
705	0.5641000335
706	0.5640397602
707	0.5639961259
708	0.5639628451
709	0.5639458954
710	0.5639005958
711	0.563844043
712	0.5638119331
713	0.5637607895
714	0.5637513362
715	0.5637490939
716	0.5637132789
717	0.563659553
718	0.5636309485
719	0.5636243674
720	0.5636207244
721	0.5635792145
722	0.5635565289
723	0.5635260044
724	0.5634884579
725	0.5634679976
726	0.5634287232
727	0.5633672223
728	0.5633374051
729	0.5632897277
730	0.5632628449
731	0.5632351444
732	0.5632122393
733	0.5631804769
734	0.5631352873
735	0.5631157948
736	0.5630986371
737	0.5630886831
738	0.5630427565
739	0.5630246285
740	0.563002667
741	0.5629867857
742	0.5629492027
743	0.5629141119
744	0.5628811457
745	0.5628617229
746	0.5628193561
747	0.5627841168
748	0.5627458783
749	0.5627080314
750	0.5626721932
751	0.5626453547
752	0.5626105693
753	0.5625758724
754	0.5625374229
755	0.5624937709
756	0.5624630728
757	0.5624273128
758	0.5624117759
759	0.5623704257
760	0.5623553427
761	0.562324367
762	0.5622678054
763	0.5622487851
764	0.5621926993
765	0.5621375574
766	0.5620994544
767	0.5620729212
768	0.562037609
769	0.5620015268
770	0.5619878618
771	0.5619502642
772	0.5619197268
773	0.561906503
774	0.5618729525
775	0.5618640862
776	0.5618144331
777	0.5617798341
778	0.5617695445
779	0.5617301437
780	0.561704872
781	0.5616649483
782	0.5616367507
783	0.5615981645
784	0.5615558318
785	0.5615264539
786	0.5614911536
787	0.5614845399
788	0.5614481289
789	0.5614072608
790	0.5613903486
791	0.5613478008
792	0.5613106129
793	0.5612844683
794	0.5612501718
795	0.5612281604
796	0.5611880522
797	0.5611514661
798	0.5611156483
799	0.5610804227
800	0.5610675247
801	0.5610409047
802	0.5609991295
803	0.56097351
804	0.5609204852
805	0.5608837306
806	0.5608421079
807	0.5608000513
808	0.5607615331
809	0.5607248524
810	0.5607032759
811	0.560664527
812	0.5606283463
813	0.5606105854
814	0.5605791138
815	0.5605361963
816	0.5604889548
817	0.5604590269
818	0.5604218363
819	0.5604005723
820	0.560378394
821	0.5603582159
822	0.5603473673
823	0.5603013999
824	0.5602893358
825	0.5602733995
826	0.5602433291
827	0.5602255482
828	0.5602077647
829	0.5601745397
830	0.5601526864
831	0.5600906317
832	0.5600691686
833	0.5600438583
834	0.5600084851
835	0.5599747477
836	0.5599315462
837	0.5598977649
838	0.5598504847
839	0.5598310524
840	0.5598020136
841	0.5597724987
842	0.5597462577
843	0.559731336
844	0.5597113528
845	0.5596821946
846	0.5596539637
847	0.5596149
848	0.5595752856
849	0.5595262142
850	0.5594880781
851	0.5594775673
852	0.5594548159
853	0.5594101432
854	0.5593741072
855	0.5593538419
856	0.5593395347
857	0.5593086276
858	0.5592751663
859	0.5592551035
860	0.5592334205
861	0.5592024016
862	0.5591716459
863	0.559153413
864	0.5591291261
865	0.5590911659
866	0.5590644381
867	0.5590546806
868	0.5590186794
869	0.5589868448
870	0.5589479035
871	0.5589261234
872	0.5588944828
873	0.5588558757
874	0.5588359594
875	0.5587866998
876	0.5587499557
877	0.5587278639
878	0.5586941861
879	0.5586618818
880	0.5586272745
881	0.5586080882
882	0.5585996793
883	0.5585806024
884	0.5585492631
885	0.5585204194
886	0.5584796224
887	0.5584449735
888	0.5584024538
889	0.5583635208
890	0.5583449141
891	0.5583064823
892	0.5582617519
893	0.5582272376
894	0.5582002308
895	0.558179161
896	0.5581501425
897	0.5581153904
898	0.5580970253
899	0.5580681788
900	0.5580240059
901	0.5579736501
902	0.5579577457
903	0.5579222477
904	0.5578866595
905	0.5578512704
906	0.5578382012
907	0.5578268618
908	0.5577995463
909	0.5577728877
910	0.5577376472
911	0.5576906625
912	0.5576641032
913	0.5576189697
914	0.5576038793
915	0.5575620545
916	0.5575414563
917	0.55751258
918	0.5574748303
919	0.5574430548
920	0.5574145507
921	0.5573857085
922	0.557364527
923	0.557328657
924	0.5572975126
925	0.5572594594
926	0.5572238153
927	0.5571898737
928	0.5571477647
929	0.5571220652
930	0.5570901257
931	0.5570777123
932	0.5570727344
933	0.5570210918
934	0.5569833068
935	0.5569677756
936	0.5569165228
937	0.5568662799
938	0.5568605834
939	0.5568504802
940	0.5568240259
941	0.556802414
942	0.5567490465
943	0.5567151663
944	0.5566933607
945	0.5566530595
946	0.5566244428
947	0.5565900043
948	0.5565667975
949	0.5565549349
950	0.556521594
951	0.5565075525
952	0.5564746175
953	0.5564458458
954	0.5563924045
955	0.5563400503
956	0.5563118359
957	0.5562775135
958	0.5562598476
959	0.5562225213
960	0.5561837031
961	0.5561474728
962	0.5561110913
963	0.5560799616
964	0.5560642971
965	0.5560366825
966	0.5560163305
967	0.5559691242
968	0.555940111
969	0.5559126971
970	0.5558662642
971	0.5558387033
972	0.5557945992
973	0.5557812757
974	0.5557496735
975	0.5557269666
976	0.5557080442
977	0.5556723291
978	0.5556189318
979	0.5556023393
980	0.5555756271
981	0.5555699115
982	0.5555373554
983	0.5555344246
984	0.5554908055
985	0.5554551983
986	0.5554087078
987	0.5553733698
988	0.5553319125
989	0.5552976105
990	0.5552525902
991	0.555231683
992	0.5551966878
993	0.55516035
994	0.5551292833
995	0.5551097619
996	0.5550835192
997	0.5550566487
998	0.5550140337
999	0.5549693259
1000	0.5549493541
1001	0.554909637
1002	0.5548709954
1003	0.554849181
1004	0.5548147891
1005	0.5547762704
1006	0.5547517499
1007	0.5547193621
1008	0.5546886603
1009	0.5546713378
1010	0.5546319061
1011	0.5546054319
1012	0.5545817473
1013	0.5545379221
1014	0.5544827788
1015	0.5544463699
1016	0.5544183416
1017	0.5543978086
1018	0.554363615
1019	0.5543419192
1020	0.5543084355
1021	0.5542820554
1022	0.5542593895
1023	0.5542567419
1024	0.5542195
1025	0.5541765275
1026	0.554153758
1027	0.5541279758
1028	0.5540983175
1029	0.5540724721
1030	0.5540416238
1031	0.5540137103
1032	0.5539836702
1033	0.5539395604
1034	0.5539173796
1035	0.5538714901
1036	0.5538298239
1037	0.5538011299
1038	0.5537838705
1039	0.5537540517
1040	0.5537442013
1041	0.553702554
1042	0.553666429
1043	0.5536516099
1044	0.5536180318
1045	0.5536051791
1046	0.5535734665
1047	0.5535296344
1048	0.5534727999
1049	0.5534265897
1050	0.5534022531
1051	0.5533753709
1052	0.55333465
1053	0.5533013253
1054	0.5532720882
1055	0.5532357757
1056	0.5532033376
1057	0.5531694187
1058	0.5531465245
1059	0.5531322098
1060	0.5531172273
1061	0.5530884316
1062	0.5530601275
1063	0.5530177568
1064	0.552974065
1065	0.552950256
1066	0.5529192732
1067	0.5528681058
1068	0.5528298487
1069	0.5527849751
1070	0.5527585745
1071	0.5527431278
1072	0.5526995188
1073	0.5526635986
1074	0.5526386028
1075	0.5526097794
1076	0.5525986713
1077	0.5525671601
1078	0.5525218607
1079	0.55252031
1080	0.5524765617
1081	0.5524614098
1082	0.5524376056
1083	0.5524017587
1084	0.5523665136
1085	0.5523295168
1086	0.5523168708
1087	0.5522875743
1088	0.5522630253
1089	0.552226588
1090	0.5521984414
1091	0.5521487405
1092	0.5521273921
1093	0.5521085777
1094	0.5520976157
1095	0.5520717678
1096	0.5520384322
1097	0.5520158491
1098	0.5519864889
1099	0.5519694087
1100	0.5519327387
1101	0.5519218712
1102	0.5518851923
1103	0.5518527111
1104	0.5518366114
1105	0.5518007486
1106	0.5517661025
1107	0.5517262154
1108	0.5517080213
1109	0.5516811484
1110	0.5516495787
1111	0.5516072404
1112	0.5515939401
1113	0.5515739465
1114	0.5515456104
1115	0.5515110603
1116	0.5514751679
1117	0.5514619754
1118	0.5514370516
1119	0.5514021316
1120	0.5513683857
1121	0.5513317537
1122	0.5513121995
1123	0.5512619788
1124	0.5512473145
1125	0.5511955907
1126	0.5511718331
1127	0.5511607892
1128	0.5511356616
1129	0.5511044161
1130	0.5510950598
1131	0.5510529024
1132	0.5510366473
1133	0.5510073459
1134	0.5509812137
1135	0.5509573395
1136	0.5509349026
1137	0.5509217466
1138	0.5508861427
1139	0.5508645575
1140	0.5508521126
1141	0.5508137715
1142	0.5507890592
1143	0.5507525802
1144	0.550732596
1145	0.5506985071
1146	0.5506638498
1147	0.5506262602
1148	0.5505892399
1149	0.5505591163
1150	0.5505198486
1151	0.5504894003
1152	0.5504735932
1153	0.5504447927
1154	0.5504128743
1155	0.5503836358
1156	0.5503686095
1157	0.5503385095
1158	0.5503241095
1159	0.5502885951
1160	0.5502541722
1161	0.5502447041
1162	0.5502169925
1163	0.5501827786
1164	0.5501524203
1165	0.5501308893
1166	0.5500829422
1167	0.5500577023
1168	0.5500145145
1169	0.5499873089
1170	0.5499583264
1171	0.5499543257
1172	0.5499433421
1173	0.5499011671
1174	0.5498850418
1175	0.5498812319
1176	0.5498685091
1177	0.5498518862
1178	0.5498373305
1179	0.5498027816
1180	0.5497675384
1181	0.5497423024
1182	0.54970462
1183	0.5496844593
1184	0.5496731226
1185	0.5496496802
1186	0.5496234053
1187	0.5495987533
1188	0.5495819172
1189	0.5495478154
1190	0.5495205305
1191	0.5494987016
1192	0.549473796
1193	0.5494513858
1194	0.5494317099
